0.596306,0.332648,0.347511,0.188654,0.221536,0.318539,0.165696,0.736135,0.238377,0.248100,0.625394,0.533992,0.742187,0.820716,0.790594,0.188060,0.152672,0.731139,0.224721,0.241991,0.625038,0.205538,0.646632,0.740555,0.733146,0.168071,0.156289,0.723072,0.235164,0.254064,0.624586,0.104075,0.404176,0.590326,0.672397,0.152780,0.160422,0.715949,0.242151,0.260676,0.623722,0.038626,0.171762,0.376687,0.449806,0.147376,0.164291,0.710529,0.252872,0.271142,0.622728,0.028428,0.096440,0.213873,0.262688,0.148703,0.157876,
0.569708,0.247252,0.460395,0.123206,0.293855,0.425315,0.234433,0.617261,0.359637,0.370290,0.539709,0.607739,0.606062,0.678507,0.644537,0.122284,0.211998,0.618513,0.328720,0.349614,0.541331,0.306160,0.566604,0.644635,0.620991,0.136622,0.210702,0.616697,0.323566,0.346190,0.542476,0.199057,0.397865,0.557126,0.608738,0.144529,0.212038,0.613439,0.316999,0.338912,0.543031,0.128550,0.192679,0.394309,0.444276,0.151805,0.214262,0.609967,0.316240,0.337685,0.543607,0.102108,0.112540,0.229127,0.265976,0.153189,0.157876,
0.889333,0.309560,0.533268,0.124183,0.233997,0.366467,0.191325,0.678927,0.314096,0.324442,0.426985,0.559515,0.686923,0.760371,0.726310,0.047568,0.171914,0.681214,0.281937,0.300812,0.429709,0.280296,0.686155,0.767295,0.741879,0.035759,0.169365,0.682735,0.273190,0.292678,0.432124,0.196699,0.536815,0.718013,0.777807,0.037475,0.168756,0.683372,0.261125,0.279122,0.433548,0.156641,0.318085,0.582567,0.638931,0.046608,0.169763,0.682485,0.257803,0.274624,0.434126,0.165732,0.219686,0.438584,0.476548,0.049843,0.157876,
0.767421,0.307904,0.464945,0.147719,0.240814,0.353152,0.193118,0.687449,0.310478,0.321469,0.503607,0.504705,0.610676,0.697433,0.664015,0.263103,0.172596,0.690892,0.271440,0.290891,0.504605,0.242643,0.617166,0.672677,0.658121,0.247699,0.171144,0.691171,0.261879,0.281671,0.505257,0.177725,0.489692,0.658114,0.719964,0.249650,0.171832,0.689762,0.250934,0.269245,0.505609,0.129924,0.270693,0.546892,0.603647,0.258744,0.173728,0.687336,0.248188,0.265797,0.505565,0.128602,0.177027,0.410083,0.448691,0.275343,0.157876,
0.760361,0.372341,0.343102,0.185306,0.199489,0.280295,0.178323,0.730014,0.354641,0.365703,0.581802,0.467890,0.630569,0.680516,0.643718,0.351025,0.161219,0.728500,0.319891,0.340485,0.581935,0.266953,0.691815,0.703325,0.666701,0.332244,0.158433,0.733140,0.308915,0.329906,0.582031,0.218929,0.638740,0.717146,0.751567,0.317440,0.157223,0.738178,0.296231,0.315554,0.581844,0.185802,0.422622,0.608184,0.646238,0.315929,0.157400,0.742054,0.291206,0.309159,0.581940,0.179269,0.302930,0.460180,0.488770,0.319476,0.157876,
0.757400,0.445784,0.127311,0.358947,0.230909,0.271287,0.210266,0.725720,0.405847,0.416522,0.654605,0.458598,0.563002,0.610449,0.575866,0.533473,0.194026,0.719086,0.371060,0.391766,0.656319,0.275361,0.624275,0.615632,0.584627,0.521757,0.192047,0.723212,0.356111,0.377582,0.657631,0.212529,0.596192,0.613384,0.650423,0.534414,0.190845,0.730144,0.338117,0.358004,0.658496,0.182595,0.436520,0.520158,0.562636,0.558456,0.190478,0.736634,0.328180,0.346557,0.659028,0.212918,0.364138,0.394428,0.429023,0.589284,0.157876,
0.691421,0.248353,0.462865,0.093279,0.290340,0.423700,0.235404,0.610962,0.382884,0.393962,0.466849,0.576335,0.553974,0.628857,0.593882,0.188254,0.210501,0.615305,0.343358,0.364831,0.469544,0.320508,0.584799,0.625231,0.598161,0.181607,0.206947,0.617009,0.332367,0.355102,0.471875,0.253845,0.504891,0.621706,0.662380,0.185998,0.206727,0.616496,0.320441,0.342082,0.473283,0.214198,0.313045,0.534944,0.573695,0.191214,0.208694,0.614041,0.316084,0.336863,0.473669,0.210598,0.220309,0.422447,0.448257,0.193162,0.157876,
0.879191,0.323181,0.458454,0.129356,0.220364,0.337194,0.186982,0.698665,0.316173,0.326479,0.456455,0.574218,0.733555,0.790705,0.754387,0.060805,0.166692,0.703486,0.276703,0.294743,0.458896,0.301407,0.757905,0.822969,0.790756,0.040411,0.163076,0.707041,0.262331,0.280684,0.461034,0.221399,0.611655,0.804005,0.856718,0.033554,0.161622,0.709595,0.246187,0.262752,0.462756,0.164733,0.353700,0.618929,0.676387,0.035151,0.161517,0.710934,0.237977,0.253295,0.464508,0.146974,0.229978,0.403661,0.446023,0.045414,0.157876,
0.740393,0.319947,0.399540,0.241306,0.285014,0.358109,0.235944,0.663656,0.389106,0.399760,0.537945,0.546342,0.580762,0.621921,0.588032,0.193814,0.215296,0.665771,0.355466,0.375444,0.542172,0.308536,0.617587,0.592252,0.570327,0.179738,0.211777,0.672707,0.341582,0.362479,0.545989,0.238240,0.581782,0.558166,0.606217,0.172942,0.209982,0.680089,0.325439,0.344664,0.548994,0.218626,0.430913,0.465572,0.515634,0.170647,0.209084,0.686131,0.315301,0.332975,0.551528,0.258944,0.353307,0.360629,0.400484,0.173131,0.157876,
0.807883,0.302432,0.539999,0.198975,0.271275,0.383943,0.247539,0.622867,0.451084,0.461406,0.464774,0.540932,0.528177,0.568901,0.534920,0.245668,0.224867,0.622866,0.413321,0.434382,0.464930,0.360720,0.586389,0.592527,0.554443,0.217282,0.218662,0.628972,0.395131,0.417670,0.464784,0.297407,0.556432,0.611217,0.632392,0.192147,0.216045,0.634004,0.376444,0.397804,0.464453,0.241527,0.364394,0.527035,0.556645,0.172352,0.216371,0.635939,0.366490,0.386768,0.463686,0.198221,0.237821,0.400289,0.425673,0.162365,0.157876,
